Catalog Number,Class,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Author,Year,Country,State,County,Locality,Other Descriptor,Body of Water,Latitude,Longitude,Elevation,GBIF Precision,Collected Beginning,Collected Ending,Collector,Method,Habitat,Identified by,Year Identified,Type,Type Name,Male,Female,Immature,Pupa,Exuvia,Adult,Other,Age Unknown,Preparation,Created,Modified
Ephemeroptera 16616,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Ogle,Weld Park, ,Black Walnut Creek,42.0853,-89.2269, ,1000,05/15/1998, ,"S. Altenburg, H. Fox", , ,R. E.DeWalt,1998, , , , ,1, , , , , ,Vial,12/10/1999 12:00:00 AM,5/23/2014 12:00:00 AM
Ephemeroptera 4615,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Union,5.4 km NE Wolf Lake, ,Hutchins Creek,37.51135,-89.37743, ,10,05/15/1940, ,"C.O. Mohr, B.D. Burks", , , , , , , , , , , , , , ,Vial,10/25/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4640,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Vermilion,3.8 km NE Oakwood at Glenburn Creek Rd.,Kickapoo State Park,Middle Fork Vermilion River,40.13686,-87.74561, ,1000,07/14/1939, ,"B.D. Burks, G.T. Riegel", , , , , , , , , , , , , , ,Vial,10/29/1998 12:00:00 AM,8/28/2014 12:00:00 AM
Ephemeroptera 4645,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,Wilmington, ,Kankakee River,41.30575,-88.15138, ,1000,07/01/1935, ,"D.M. DeLong, H.H. Ross", , , , , , , , , , , , , , ,Vial,10/29/1998 12:00:00 AM,5/14/2014 12:00:00 AM
Ephemeroptera 4709,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 1 R or L", ,Kankakee River,41.2435,-88.1236, ,10,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/6/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4710,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 1 R or L", ,Kankakee River,41.2435,-88.1236, ,10,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/6/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4717,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 1 R or L", ,Kankakee River,41.2435,-88.1236, ,10,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/11/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4736,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 2 R or L", ,Horse Creek,41.2477,-88.1328, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/12/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4737,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 2 R or L", ,Horse Creek,41.2477,-88.1328, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/12/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4738,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 2 R or L", ,Horse Creek,41.2477,-88.1328, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/12/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4682,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 2 R or L", ,Horse Creek,41.2477,-88.1328, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/4/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4739,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 4 R or L", ,Kankakee River,41.2528,-88.1342, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/12/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4711,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 5 R or L", ,Kankakee River,41.254,-88.1359, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/6/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4714,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 5 R or L", ,Kankakee River,41.254,-88.1359, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/6/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4743,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 5 R or L", ,Kankakee River,41.254,-88.1359, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/12/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4745,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 5 R or L", ,Kankakee River,41.254,-88.1359, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/12/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4712,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 6 R or L", ,Kankakee River,41.2604,-88.1395, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/6/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4713,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 6 R or L", ,Kankakee River,41.2604,-88.1395, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/6/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4715,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 6 R or L", ,Kankakee River,41.2604,-88.1395, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/11/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4716,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 6 R or L", ,Kankakee River,41.2604,-88.1395, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/11/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4740,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 6 R or L", ,Kankakee River,41.2604,-88.1395, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/12/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4741,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 6 R or L", ,Kankakee River,41.2604,-88.1395, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/12/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4742,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 6 R or L", ,Kankakee River,41.2604,-88.1395, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/12/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4744,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Will,"Braidwood (Custer Park), Site 6 R or L", ,Kankakee River,41.2604,-88.1395, ,1000,06/20/1979, , , , , , , , , , , , , , , , ,Vial,11/12/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Insect Collection 552468,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Mason,2 km NNW Freesoil at Custer Rd., ,Big Sable River,44.11897,-86.22102, ,1000,03/26/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,20, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4271,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Henry,3.75 km SE Andover, ,Edwards River,41.2659,-90.2673, ,1000,06/17/1997, ,R.E. DeWalt, , ,R.E. DeWalt,1998, , , , ,1, , , , , ,Pin,4/15/1998 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4370,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Whiteside,2.3 km SE Morrison (center), ,French Creek,41.80325,-89.93606, ,1000,06/20/1997, ,R.E. DeWalt, , ,R.E. DeWalt,1998, , , ,1, , , , , , ,Vial,6/24/1998 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4086,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Vermilion,2.0 km SW Indianola, ,Little Vermilion River,39.9143,-87.733, ,1000,07/18/1997, ,R.E. DeWalt, , ,R.E. DeWalt,1998, , , , , , , , , , ,Vial,3/26/1998 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 16317,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Carroll,8.5 km SE Lanark, ,Otter Creek,42.0378,-89.7787, ,1000,05/13/1998, ,R.E. DeWalt, , ,R. E.DeWalt,1999, , , , ,1, , , , , ,Vial,11/19/1999 12:00:00 AM,5/23/2014 12:00:00 AM
Ephemeroptera 4681,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Pulaski,4 km SW of Perks, ,Cache River,37.28457,-89.11766, ,10,05/13/1986, ,M.A. Phillippi, , , , , , , , , , , , , , ,Vial,11/4/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4702,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Williamson,"0.5 mi E Johnston City, T8S, R3E, NW 1/4, NW 1/4, NW 1/4, Sec. 20", ,Lake Creek,37.8188,-88.9098, ,10,09/26/1980, ,"A.R. Brigham, J.D. Unzicker", , , , , , , , , , , , , , ,Vial,11/6/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4655,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Jackson,4 mi ESE Willisville @ county line rd., ,Brushy Fork,37.9534,-89.52407, ,10,09/23/1980, ,"A.R. Brigham, J.D. Unzicker", , , , , , , , ,1, , , , , ,Vial,10/29/1998 12:00:00 AM,5/23/2014 12:00:00 AM
Ephemeroptera 4703,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Perry,"2 mi SSE Denmark, upstream confluence w/ , Pipestone Creek", ,Brushy Fork,37.96481,-89.49429, ,10,09/23/1980, ,"A.R. Brigham, J.D. Unzicker", , , , , , , , , , , , , , ,Vial,11/6/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4675,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Perry,"5 mi W Pyramid State Park, Upstream Captain Lake", ,Tributary Pipestone Creek,38.0272,-89.56922, ,10,09/23/1980, ,"A.R. Brigham, J.D. Unzicker", , , , , , , , , , , , , , ,Vial,11/4/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4730,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Mason,Jonesboro, ,Matanzas Lake,40.2479,-90.0998, ,1000,11/05/1939, ,"H.H. Ross, B.D. Burks", , , , , , , , , , , , , , ,Vial,11/11/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4659,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Mason,"lower south station, 1 mi below camp Havana", ,Matanzas Lake,40.2346,-90.1148, ,1000,06/02/1940, ,"H.H. Ross, et al.", , , , , , , , , , , , , , ,Vial,11/3/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4648,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Peoria,2.25 mi NW Trivoli, ,Clark Branch,40.7184,-89.9144, ,10,10/20/1980, ,"A.R. Brigham, M.J. Wetzel", , , , , , , , , , , , , , ,Vial,10/29/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4674,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Peoria,"1.5 mi N Farmington, 0.1 mi E IL 78", ,"Creek, Station 2",40.71318,-89.9858, ,1000,10/21/1980, ,"A.R. Brigham, M.J. Wetzel", , , , , , , , , , , , , , ,Vial,11/4/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4700,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Peoria,3.5 mi NNW Trivoli, ,Tributary Clark Branch,40.7281,-89.9016, ,1000,10/20/1980, ,"A.R. Brigham, M.J. Wetzel", , , , , , , , , , , , , , ,Vial,11/5/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4673,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Peoria,upstream mouth 4 mi SE Elmwood, ,Clark Branch,40.75,-89.8969, ,10,10/20/1980, ,"A.R. Brigham, M.J. Wetzel", , , , , , , , , , , , , , ,Vial,11/4/1998 12:00:00 AM,7/19/2012 12:00:00 AM
Ephemeroptera 4732,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Kankakee,"Saint Anne, (St. Anne)", , ,41.025,-87.7139, ,10000,07/25/1947, ,"L.J. Stannard, L.L. English", , ,B.D. Burks, , , , , , , , , , , ,Vial,11/12/1998 12:00:00 AM,6/8/2012 12:00:00 AM
Ephemeroptera 4706,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Grundy,Mazon, ,Mazon Creek,41.3437,-88.40767, ,1000,05/16/1938, ,"H.H. Ross, B.D. Burks", , , , , , , , , , , , , , ,Vial,11/6/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4731,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Rock Island,Milan, ,"Mill Creek, Rock River",41.45363,-90.55859, ,1000,06/04/1940, ,"C.O. Mohr, B.D. Burks", , , , , , , , , , , , , , ,Vial,11/11/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Insect Collection 550549,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Whiteside,Prophetstown, ,Rock River,41.673,-89.9332, ,1000,05/19/2010, ,"R.E. DeWalt, M. Pessino, M.M. Brown, E.W. Hernandez", , ,R.E. DeWalt,2010, , , , ,1, , , , , ,Vial,12/28/2010 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4651,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,McHenry,0.4 mi NW Chemung, ,Piscasaw Creek,42.4217,-88.6686, ,10,09/16/1982, ,"A.R. Brigham, J.L. Brower", , ,J.D. Unzicker,1982, , , , ,10, , , , , ,Vial,10/29/1998 12:00:00 AM,5/23/2014 12:00:00 AM
Ephemeroptera 4641,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Stephenson,Rock City, , ,42.41335,-89.46817, ,10000,05/30/1938, ,"C.O. Mohr, B.D. Burks", , , , , , , , , , , , , , ,Vial,10/29/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4660,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Stephenson,Rock City, , ,42.41335,-89.46817, ,10000,05/30/1938, ,"C.O. Mohr, B.D. Burks", , , , , , , , , , , , , , ,Vial,11/3/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4652,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,McHenry,2.5 mi. SW Chemung, ,Piscasaw Creek,42.38581,-88.69658, ,10,09/17/1982, ,"A.R. Brigham, J.L. Brower", , ,J.D. Unzicker,1982, , , , , , , , , , ,Vial,10/29/1998 12:00:00 AM,5/23/2014 12:00:00 AM
Ephemeroptera 4653,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,McHenry,2.5 mi. SW Chemung, ,Piscasaw Creek,42.38581,-88.69658, ,10,09/17/1982, ,"A.R. Brigham, J.L. Brower", , ,J.D. Unzicker,1982, , , , ,16, , , , , ,Vial,10/29/1998 12:00:00 AM,5/23/2014 12:00:00 AM
Ephemeroptera 4649,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,McHenry,2 mi. SW Chemung, ,Piscasaw Creek,42.4001,-88.6956, ,10,09/17/1982, ,"A.R. Brigham, J.L. Brower", , ,J.D. Unzicker,1982, , , , ,3, , , , , ,Vial,10/29/1998 12:00:00 AM,5/23/2014 12:00:00 AM
Ephemeroptera 4661,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Union,Springville; 4.5 km NNE Mill Creek, ,"Roaring Spring, a tributary of Mill Creek",37.3759,-89.233, ,1000,10/17/1938, ,"H.H. Ross, B.D. Burks", , , , , , , , , , , , , , ,Vial,11/3/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4539,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wyoming,Sublette,Pinedale, , ,42.8665,-109.8609, ,1000,08/13/1940, ,"T.H. Frison, T.H. Frison, Jr.", , , , , , , , , , , ,2, , ,Vial,10/21/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Insect Collection 63106,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kankakee,Momence, ,Kankakee River,41.16667,-87.66278, ,1000,05/11/2005, ,R.E. DeWalt, , ,R.E. DeWalt,2006, , , , ,14, , , , , ,Vial,2/2/2006 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 4888,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Tennessee,Blount,"E Cades Cove Campground, Anthony Creek Trail at 3rd footbridge going upstream",Great Smoky Mountains National Park,Anthony Creek,35.5868,-83.7516,805,10,06/09/2001, ,"R.E. DeWalt, B.D. Heinold, S.L. Johnson",Hand,Stream margin,R.E. DeWalt,2002, , , , ,1, , , , , ,Vial,8/16/2002 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 3052,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Ogle,"1.6 km W Daysville, 3.3 km S Oregon",Castle Rock State Park,Gale Creek,41.9869,-89.3388, ,1000,05/06/1986, ,"M.J. Wetzel, J.M. Kasprowicz, D.A. Carney", , ,R.E. DeWalt,2001, , , , ,133, , , , , ,Vial,12/4/2001 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 3053,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,7.4 km NW Rockford at Porter Rd.,Anna R. Page Forest Preserve,Page Artesian Well,42.31826,-89.14776, ,10,05/10/1998, ,"M.J. Wetzel, K.A. Coates", , ,R.E. DeWalt,2001, , , , ,3, , , , , ,Vial,12/4/2001 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32629,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Stephenson,3.0 km SE Orangeville at North Henderson Road, ,Brush Creek,42.4502,-89.6144, ,1000,05/14/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,118, , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32639,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Stephenson,3.0 km SE Orangeville at North Henderson Road, ,Brush Creek,42.4502,-89.6144, ,1000,05/14/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,65, , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32646,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Stephenson,3.0 km SE Orangeville at North Henderson Road, ,Brush Creek,42.4502,-89.6144, ,1000,05/14/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,23, , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32647,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Stephenson,3.0 km SE Orangeville at North Henderson Road, ,Brush Creek,42.4502,-89.6144, ,1000,05/14/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,23, , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 76459,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Stephenson,3.0 km SE Orangeville at North Henderson Road, ,Brush Creek,42.4502,-89.6144, ,1000,05/19/2004, ,"R.E. DeWalt, B.M. Sangunett", , ,R.E. DeWalt,2005, , , , ,66, , , , , ,Vial,8/29/2005 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4425,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Fayette,Vandalia, , ,38.96056,-89.09361, ,10000,04/16/1946, ,"C.O. Mohr, B.D. Burks", , , , ,Paratype,Baetis phyllis Burks, , , , ,1, , , ,Vial,10/13/1998 12:00:00 AM,6/19/2012 12:00:00 AM
Ephemeroptera 16161,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Fayette,Vandalia, , ,38.96056,-89.09361, ,10000,04/16/1946, ,"C.O. Mohr, B.D. Burks", , , , ,Holotype,Baetis phyllis Burks,1, , , ,1, , , ,Pin,10/19/1999 12:00:00 AM,6/19/2012 12:00:00 AM
Insect Collection 32986,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kendall,2 km S Plano, ,Big Rock Creek,41.641,-88.537, ,10,06/23/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,3, , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
